,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
22554,male,group B,master's degree,standard,incomplete,single,regularly,yes,3,school_bus,< 5,75,70,74
22555,female,group B,some college,standard,completed,married,never,no,1,private,5 - 10,83,98,96
22556,female,group D,associate's degree,free/reduced,incomplete,married,sometimes,yes,1,private,< 5,48,62,56
22557,male,group D,some college,free/reduced,completed,divorced,sometimes,no,2,school_bus,5 - 10,85,82,75
22558,female,group C,associate's degree,standard,completed,single,sometimes,yes,2,school_bus,5 - 10,60,57,59
22559,male,group C,some high school,standard,incomplete,single,regularly,yes,6,school_bus,> 10,57,40,42
22560,female,group C,associate's degree,standard,incomplete,married,regularly,no,1,private,< 5,66,70,76
22561,male,group B,some high school,standard,incomplete,married,sometimes,no,2,school_bus,5 - 10,72,68,61
22562,male,group B,high school,standard,incomplete,married,regularly,yes,2,private,> 10,51,52,46
22563,female,group B,bachelor's degree,standard,completed,divorced,never,yes,2,school_bus,5 - 10,64,79,74
22564,male,group C,bachelor's degree,free/reduced,incomplete,divorced,regularly,yes,3,private,> 10,56,44,48
22565,female,group D,some college,free/reduced,completed,married,regularly,yes,3,private,5 - 10,42,61,65
22566,female,group A,some high school,free/reduced,incomplete,divorced,regularly,no,2,school_bus,5 - 10,36,31,34
22567,female,group C,some high school,standard,incomplete,married,sometimes,yes,1,private,5 - 10,46,53,51
22568,male,group E,master's degree,standard,incomplete,married,regularly,no,1,school_bus,5 - 10,100,93,95
22569,male,group C,master's degree,standard,incomplete,divorced,regularly,yes,2,private,< 5,53,52,56
22570,female,group A,some college,standard,incomplete,married,sometimes,yes,2,school_bus,5 - 10,43,54,51
22571,female,group E,associate's degree,free/reduced,incomplete,married,sometimes,yes,0,school_bus,< 5,75,81,84
22572,male,group B,some high school,standard,incomplete,married,sometimes,yes,1,school_bus,5 - 10,51,50,45
22573,female,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,6,school_bus,> 10,54,75,77
22574,female,group D,associate's degree,standard,incomplete,divorced,never,yes,1,school_bus,< 5,58,68,68
22575,female,group A,high school,standard,incomplete,divorced,sometimes,yes,3,private,< 5,33,40,33
22576,female,group B,high school,standard,completed,single,sometimes,yes,1,school_bus,< 5,59,67,73
22577,male,group D,some high school,standard,incomplete,married,never,yes,3,school_bus,> 10,68,55,56
22578,female,group C,some high school,standard,incomplete,married,never,yes,3,private,< 5,79,90,84
22579,male,group D,master's degree,free/reduced,completed,married,regularly,yes,2,school_bus,5 - 10,87,94,89
22580,female,group A,master's degree,standard,incomplete,single,regularly,no,3,private,5 - 10,51,55,55
22581,female,group D,associate's degree,standard,completed,married,regularly,no,1,school_bus,5 - 10,71,76,82
22582,male,group C,high school,standard,completed,single,regularly,yes,4,private,5 - 10,78,76,67
22583,female,group D,some college,standard,completed,married,regularly,yes,1,private,5 - 10,65,74,76
22584,female,group E,associate's degree,standard,completed,married,sometimes,yes,2,private,5 - 10,83,83,81
22585,female,group D,high school,standard,completed,divorced,regularly,no,3,private,5 - 10,85,100,99
22586,male,group A,associate's degree,free/reduced,completed,married,sometimes,yes,3,school_bus,5 - 10,39,45,42
22587,male,group C,some college,free/reduced,incomplete,married,never,yes,1,school_bus,5 - 10,63,63,62
22588,female,group E,bachelor's degree,standard,incomplete,married,sometimes,yes,3,school_bus,5 - 10,78,88,87
22589,female,group C,high school,standard,completed,married,sometimes,yes,6,school_bus,5 - 10,68,87,85
22590,male,group C,some college,free/reduced,completed,married,sometimes,yes,1,private,5 - 10,57,64,61
22591,female,group E,associate's degree,standard,incomplete,divorced,never,no,1,school_bus,5 - 10,86,84,80
22592,male,group C,high school,free/reduced,completed,married,regularly,yes,3,private,> 10,68,59,53
22593,male,group D,some college,free/reduced,incomplete,married,never,yes,2,school_bus,< 5,55,59,52
22594,male,group E,some college,free/reduced,incomplete,widowed,sometimes,no,2,school_bus,5 - 10,90,80,78
22595,male,group E,master's degree,standard,incomplete,widowed,sometimes,yes,4,private,5 - 10,76,68,64
22596,male,group C,some high school,standard,completed,married,sometimes,yes,1,school_bus,5 - 10,67,65,63
22597,female,group E,high school,standard,incomplete,single,sometimes,yes,1,private,5 - 10,81,94,88
22598,male,group E,some high school,standard,incomplete,married,never,no,3,school_bus,> 10,95,85,82
22599,male,group C,some college,standard,incomplete,married,regularly,no,3,school_bus,< 5,67,73,61
22600,male,group D,associate's degree,free/reduced,incomplete,married,sometimes,no,3,school_bus,> 10,52,65,60
22601,male,group B,bachelor's degree,standard,incomplete,married,regularly,no,3,school_bus,< 5,89,80,82
22602,female,group C,some high school,standard,incomplete,married,sometimes,yes,2,school_bus,< 5,68,72,69
22603,male,group C,high school,free/reduced,incomplete,single,regularly,yes,2,school_bus,> 10,53,57,47
22604,female,group A,high school,standard,incomplete,married,regularly,yes,4,school_bus,5 - 10,89,92,96
22605,female,group C,bachelor's degree,free/reduced,completed,single,sometimes,no,4,private,< 5,44,58,56
22606,male,group D,some high school,standard,incomplete,divorced,sometimes,yes,1,school_bus,5 - 10,80,78,77
22607,female,group B,bachelor's degree,standard,incomplete,married,never,yes,0,school_bus,5 - 10,53,56,57
22608,male,group C,associate's degree,standard,incomplete,married,sometimes,yes,0,private,5 - 10,74,63,65
22609,male,group D,high school,standard,incomplete,divorced,never,no,1,private,5 - 10,69,71,63
22610,female,group A,some college,standard,completed,single,regularly,yes,0,school_bus,5 - 10,59,71,76
22611,male,group C,high school,standard,incomplete,single,regularly,no,3,school_bus,< 5,76,83,77
22612,female,group D,some college,standard,incomplete,divorced,sometimes,yes,2,school_bus,< 5,80,86,88
22613,male,group D,some high school,standard,incomplete,single,sometimes,yes,1,school_bus,5 - 10,49,38,40
22614,female,group E,high school,free/reduced,incomplete,divorced,sometimes,no,2,school_bus,5 - 10,80,87,84
22615,female,group B,high school,standard,incomplete,married,never,no,2,school_bus,5 - 10,33,44,40
22616,female,group C,high school,standard,incomplete,married,sometimes,yes,6,school_bus,5 - 10,85,88,84
22617,male,group E,high school,free/reduced,completed,married,sometimes,yes,3,school_bus,5 - 10,93,87,88
22618,male,group B,some high school,standard,incomplete,married,regularly,yes,2,private,> 10,47,41,40
22619,female,group E,some high school,standard,completed,single,regularly,yes,3,private,> 10,71,83,92
22620,female,group C,associate's degree,standard,incomplete,single,regularly,yes,4,school_bus,< 5,56,58,59
22621,male,group C,some high school,standard,incomplete,divorced,sometimes,yes,6,school_bus,5 - 10,63,58,59
22622,female,group D,some college,standard,incomplete,married,never,yes,1,private,5 - 10,73,79,78
22623,female,group C,high school,free/reduced,incomplete,divorced,never,yes,1,school_bus,< 5,28,47,41
22624,female,group E,some college,standard,completed,widowed,sometimes,yes,2,private,5 - 10,68,78,82
22625,male,group D,some high school,free/reduced,completed,single,sometimes,yes,2,school_bus,< 5,68,70,65
22626,male,group C,some college,free/reduced,completed,divorced,sometimes,yes,0,school_bus,5 - 10,81,89,85
22627,male,group C,some college,standard,completed,married,sometimes,yes,2,private,5 - 10,70,71,72
22628,female,group B,bachelor's degree,standard,incomplete,single,sometimes,yes,2,private,5 - 10,53,70,65
22629,female,group C,bachelor's degree,free/reduced,incomplete,divorced,sometimes,yes,3,school_bus,5 - 10,69,78,73
22630,female,group C,some college,standard,incomplete,divorced,regularly,no,4,school_bus,< 5,68,75,67
22631,male,group B,some high school,free/reduced,incomplete,married,regularly,yes,2,school_bus,< 5,75,67,53
22632,female,group C,some college,free/reduced,incomplete,married,sometimes,no,1,school_bus,5 - 10,51,59,65
22633,male,group D,associate's degree,standard,completed,widowed,sometimes,yes,4,private,5 - 10,64,51,57
22634,female,group E,master's degree,standard,incomplete,married,never,no,3,school_bus,5 - 10,86,90,95
22635,male,group C,bachelor's degree,standard,incomplete,single,sometimes,no,3,private,> 10,69,82,73
22636,female,group E,associate's degree,standard,incomplete,married,regularly,yes,0,school_bus,5 - 10,99,100,99
22637,male,group C,some high school,standard,incomplete,single,regularly,no,1,school_bus,< 5,45,51,42
22638,male,group B,some high school,standard,completed,married,never,yes,2,school_bus,5 - 10,50,48,41
22639,female,group D,master's degree,free/reduced,completed,married,sometimes,yes,5,school_bus,< 5,46,65,62
22640,female,group C,high school,standard,incomplete,married,sometimes,yes,3,school_bus,5 - 10,66,79,81
22641,male,group C,high school,standard,incomplete,widowed,sometimes,yes,1,private,5 - 10,71,68,63
22642,male,group E,some high school,standard,completed,single,regularly,yes,5,school_bus,5 - 10,85,77,78
22643,female,group E,some high school,free/reduced,incomplete,single,sometimes,no,4,school_bus,5 - 10,50,62,56
22644,male,group D,some college,free/reduced,incomplete,single,sometimes,yes,1,private,5 - 10,56,55,51
22645,female,group D,some college,free/reduced,completed,single,sometimes,yes,1,school_bus,< 5,69,81,86
22646,female,group C,master's degree,standard,completed,single,regularly,no,2,private,5 - 10,66,78,78
22647,male,group D,associate's degree,standard,completed,married,sometimes,yes,4,school_bus,5 - 10,69,58,63
22648,male,group A,some college,standard,completed,married,regularly,yes,2,school_bus,5 - 10,96,93,91
22649,female,group E,bachelor's degree,free/reduced,incomplete,married,sometimes,no,2,school_bus,5 - 10,47,48,48
22650,male,group B,bachelor's degree,standard,completed,married,regularly,no,3,school_bus,< 5,74,81,75
22651,male,group D,some college,standard,incomplete,married,sometimes,yes,2,private,< 5,45,41,42
22652,male,group C,some college,free/reduced,incomplete,divorced,sometimes,yes,1,school_bus,< 5,71,78,72
22653,female,group A,some college,standard,incomplete,single,regularly,no,1,school_bus,5 - 10,57,56,59
22654,female,group B,some college,free/reduced,incomplete,single,regularly,no,2,school_bus,5 - 10,59,81,71
22655,male,group E,high school,standard,completed,married,sometimes,yes,0,school_bus,5 - 10,92,84,84
22656,male,group C,some college,standard,incomplete,single,sometimes,yes,2,school_bus,5 - 10,79,62,67
22657,male,group C,high school,standard,incomplete,divorced,regularly,yes,1,school_bus,5 - 10,66,63,62
22658,male,group B,some college,free/reduced,incomplete,divorced,sometimes,no,1,private,5 - 10,66,68,60
22659,male,group E,some college,free/reduced,incomplete,single,regularly,no,2,private,5 - 10,63,58,56
22660,female,group C,associate's degree,standard,incomplete,married,sometimes,no,2,school_bus,5 - 10,62,84,73
22661,female,group C,master's degree,standard,incomplete,divorced,never,yes,3,private,< 5,70,80,78
22662,female,group B,high school,free/reduced,completed,single,sometimes,no,2,school_bus,< 5,30,45,40
22663,male,group C,high school,standard,incomplete,divorced,sometimes,yes,3,school_bus,5 - 10,60,56,57
22664,male,group D,high school,free/reduced,completed,married,regularly,yes,1,private,5 - 10,49,43,46
22665,male,group C,some college,free/reduced,incomplete,married,regularly,yes,1,school_bus,5 - 10,82,74,71
22666,male,group C,bachelor's degree,free/reduced,incomplete,widowed,regularly,no,1,school_bus,5 - 10,64,64,61
22667,male,group E,master's degree,free/reduced,incomplete,married,sometimes,yes,1,school_bus,> 10,91,84,82
22668,female,group D,some college,standard,incomplete,divorced,regularly,yes,3,school_bus,> 10,76,84,88
22669,male,group E,some college,standard,completed,divorced,sometimes,no,2,private,< 5,84,74,77
22670,male,group E,some college,standard,incomplete,divorced,sometimes,no,2,school_bus,5 - 10,99,100,98
22671,male,group B,some college,standard,completed,single,sometimes,yes,3,private,5 - 10,82,76,76
22672,male,group A,bachelor's degree,standard,incomplete,married,regularly,yes,2,school_bus,> 10,100,85,88
22673,female,group B,high school,standard,completed,single,sometimes,no,2,school_bus,5 - 10,67,66,78
22674,female,group B,associate's degree,standard,incomplete,married,sometimes,yes,1,private,> 10,67,66,67
22675,female,group C,bachelor's degree,free/reduced,incomplete,single,regularly,no,3,school_bus,5 - 10,59,65,64
22676,female,group C,some college,standard,incomplete,married,sometimes,no,5,private,< 5,64,77,78
22677,female,group C,associate's degree,standard,completed,married,sometimes,no,2,private,5 - 10,58,68,69
22678,female,group E,high school,free/reduced,incomplete,married,regularly,no,2,school_bus,5 - 10,66,73,71
22679,male,group C,high school,free/reduced,incomplete,single,sometimes,yes,3,private,5 - 10,74,72,70
22680,male,group B,some high school,standard,incomplete,married,sometimes,yes,1,private,5 - 10,28,24,24
22681,male,group C,bachelor's degree,standard,incomplete,divorced,sometimes,yes,2,school_bus,< 5,93,92,89
22682,male,group A,some college,free/reduced,incomplete,married,regularly,yes,1,school_bus,5 - 10,77,71,70
22683,female,group D,some college,free/reduced,completed,single,regularly,yes,1,school_bus,5 - 10,58,77,78
22684,male,group B,some high school,standard,incomplete,married,sometimes,no,1,school_bus,5 - 10,69,63,61
22685,male,group B,some high school,standard,completed,single,sometimes,yes,2,private,< 5,68,81,79
22686,male,group C,some college,standard,incomplete,single,regularly,yes,3,private,> 10,76,66,67
22687,female,group D,bachelor's degree,free/reduced,completed,married,regularly,no,2,school_bus,> 10,76,92,93
22688,male,group C,some college,standard,incomplete,single,sometimes,no,2,school_bus,> 10,75,64,60
22689,male,group C,associate's degree,standard,completed,divorced,sometimes,yes,4,private,< 5,69,65,65
22690,female,group B,some college,standard,incomplete,divorced,never,no,3,school_bus,< 5,79,92,84
22691,male,group E,some high school,standard,completed,married,sometimes,yes,3,school_bus,5 - 10,97,91,82
22692,male,group C,some college,standard,completed,married,regularly,yes,1,school_bus,> 10,77,79,70
22693,male,group B,high school,standard,incomplete,single,sometimes,yes,1,private,< 5,70,65,62
22694,male,group C,some high school,standard,completed,married,never,yes,1,school_bus,< 5,70,73,66
22695,male,group A,master's degree,standard,incomplete,single,regularly,yes,2,school_bus,5 - 10,73,77,77
22696,female,group B,some high school,standard,incomplete,married,regularly,yes,2,private,> 10,61,61,61
22697,female,group C,high school,standard,completed,single,never,no,2,private,5 - 10,60,71,76
22698,male,group B,bachelor's degree,free/reduced,incomplete,married,regularly,yes,1,school_bus,< 5,63,58,51
22699,female,group E,some high school,standard,incomplete,single,never,yes,3,school_bus,< 5,56,65,60
22700,male,group A,high school,standard,incomplete,married,regularly,no,1,private,< 5,55,54,46
22701,male,group C,high school,free/reduced,completed,single,never,yes,1,private,5 - 10,47,44,43
22702,male,group B,bachelor's degree,standard,incomplete,married,regularly,no,2,school_bus,5 - 10,85,74,73
22703,male,group D,associate's degree,free/reduced,completed,married,sometimes,yes,3,school_bus,< 5,76,81,86
22704,female,group C,some college,standard,incomplete,married,sometimes,yes,4,school_bus,> 10,62,68,73
22705,male,group E,some high school,standard,incomplete,married,never,no,1,school_bus,5 - 10,60,55,49
22706,male,group B,bachelor's degree,free/reduced,incomplete,married,regularly,no,2,school_bus,5 - 10,73,64,68
22707,male,group C,high school,standard,completed,single,regularly,no,2,private,5 - 10,80,76,74
22708,female,group C,some high school,standard,incomplete,divorced,sometimes,yes,2,school_bus,5 - 10,60,56,58
22709,female,group D,some college,standard,completed,single,regularly,no,1,school_bus,5 - 10,85,76,88
22710,male,group B,some college,free/reduced,completed,married,sometimes,yes,1,private,5 - 10,61,63,61
22711,male,group E,some high school,standard,completed,married,sometimes,no,1,private,5 - 10,64,75,66
22712,male,group C,master's degree,standard,incomplete,married,sometimes,yes,3,private,5 - 10,66,71,69
22713,male,group C,some high school,standard,completed,divorced,sometimes,no,2,private,5 - 10,56,61,56
22714,male,group A,master's degree,standard,incomplete,single,sometimes,yes,7,school_bus,5 - 10,80,78,78
22715,female,group E,some college,standard,incomplete,divorced,sometimes,no,1,private,> 10,65,72,77
22716,female,group C,some college,free/reduced,incomplete,single,sometimes,no,1,school_bus,< 5,68,94,93
22717,female,group B,some college,free/reduced,incomplete,married,sometimes,yes,1,private,5 - 10,65,70,66
22718,male,group D,bachelor's degree,free/reduced,incomplete,single,regularly,yes,4,school_bus,5 - 10,65,60,62
22719,male,group D,associate's degree,free/reduced,incomplete,married,regularly,yes,0,school_bus,< 5,56,56,58
22720,male,group D,some high school,standard,incomplete,single,sometimes,no,2,school_bus,< 5,63,66,61
22721,female,group E,some college,standard,completed,married,sometimes,no,1,school_bus,5 - 10,82,83,83
22722,female,group C,some high school,standard,completed,married,regularly,yes,3,private,5 - 10,61,82,76
22723,male,group C,some college,standard,completed,married,regularly,no,2,school_bus,5 - 10,70,59,61
22724,female,group E,some college,standard,incomplete,single,regularly,yes,5,private,5 - 10,75,75,69
22725,female,group C,associate's degree,free/reduced,incomplete,married,sometimes,yes,2,school_bus,> 10,54,74,75
22726,female,group C,high school,free/reduced,completed,divorced,sometimes,yes,2,private,< 5,41,60,57
22727,female,group C,some college,free/reduced,completed,married,regularly,yes,1,private,5 - 10,61,64,74
22728,male,group D,associate's degree,standard,incomplete,divorced,never,yes,0,school_bus,5 - 10,64,68,63
22729,female,group B,master's degree,free/reduced,incomplete,single,regularly,yes,1,school_bus,> 10,56,78,71
22730,female,group C,bachelor's degree,standard,incomplete,divorced,never,yes,3,private,5 - 10,81,94,96
22731,female,group A,high school,standard,incomplete,married,sometimes,yes,2,school_bus,5 - 10,43,62,55
22732,male,group D,some high school,standard,incomplete,married,regularly,no,2,school_bus,5 - 10,57,61,59
22733,female,group E,some high school,free/reduced,incomplete,married,sometimes,no,2,school_bus,5 - 10,56,57,59
22734,female,group B,some high school,free/reduced,incomplete,married,sometimes,yes,3,school_bus,< 5,32,39,38
22735,male,group D,master's degree,standard,incomplete,divorced,regularly,yes,2,school_bus,5 - 10,95,84,86
22736,male,group C,some college,free/reduced,incomplete,widowed,sometimes,yes,2,school_bus,5 - 10,57,54,46
22737,male,group C,high school,free/reduced,completed,married,sometimes,yes,4,school_bus,< 5,52,50,52
22738,female,group E,associate's degree,standard,completed,married,regularly,no,4,school_bus,5 - 10,80,75,83
22739,female,group B,bachelor's degree,free/reduced,incomplete,divorced,sometimes,no,1,school_bus,< 5,54,70,69
22740,male,group C,some high school,standard,incomplete,married,never,yes,0,school_bus,< 5,44,44,43
22741,male,group A,some college,free/reduced,incomplete,widowed,sometimes,no,4,school_bus,5 - 10,67,72,65
22742,male,group C,high school,free/reduced,completed,married,regularly,yes,0,school_bus,> 10,65,80,73
22743,female,group D,associate's degree,standard,incomplete,divorced,sometimes,yes,2,school_bus,5 - 10,47,57,55
22744,male,group D,associate's degree,standard,incomplete,single,regularly,no,4,school_bus,< 5,77,79,75
22745,male,group C,master's degree,standard,incomplete,divorced,regularly,yes,5,school_bus,5 - 10,76,75,71
22746,female,group C,some college,standard,incomplete,single,sometimes,no,1,school_bus,5 - 10,68,78,84
22747,female,group C,associate's degree,free/reduced,completed,single,sometimes,yes,2,school_bus,5 - 10,43,60,63
22748,female,group A,some college,standard,completed,married,regularly,yes,1,private,< 5,74,77,83
22749,female,group D,some high school,standard,incomplete,single,sometimes,yes,2,school_bus,> 10,42,62,66
22750,male,group D,bachelor's degree,free/reduced,incomplete,divorced,never,no,3,private,5 - 10,86,80,80
22751,female,group E,some high school,standard,incomplete,single,sometimes,yes,1,school_bus,< 5,71,80,79
22752,male,group E,some high school,free/reduced,completed,married,regularly,yes,3,school_bus,< 5,68,60,62
22753,female,group D,associate's degree,free/reduced,incomplete,married,regularly,no,2,school_bus,< 5,42,63,59
22754,male,group C,some college,standard,completed,married,never,yes,1,private,5 - 10,92,87,91
22755,female,group D,some high school,standard,incomplete,married,regularly,yes,2,private,5 - 10,58,66,63
22756,male,group D,high school,standard,incomplete,single,sometimes,yes,2,school_bus,< 5,64,50,51
22757,female,group A,associate's degree,free/reduced,incomplete,married,sometimes,yes,1,school_bus,5 - 10,68,85,77
22758,female,group B,high school,standard,incomplete,married,sometimes,no,1,private,5 - 10,72,83,81
22759,female,group C,some high school,standard,completed,divorced,sometimes,no,3,school_bus,5 - 10,63,78,77
22760,female,group B,some high school,standard,completed,single,sometimes,yes,2,school_bus,5 - 10,83,99,100
22761,male,group C,some high school,free/reduced,completed,married,sometimes,yes,0,school_bus,> 10,51,58,47
22762,male,group C,some high school,standard,incomplete,married,sometimes,no,7,private,5 - 10,69,84,75
22763,female,group B,some college,standard,incomplete,widowed,never,yes,2,school_bus,< 5,64,75,77
22764,female,group B,bachelor's degree,free/reduced,incomplete,married,sometimes,yes,1,private,5 - 10,49,66,64
22765,male,group C,some college,standard,incomplete,married,sometimes,no,3,private,< 5,39,43,28
22766,female,group C,some high school,standard,incomplete,single,sometimes,yes,2,school_bus,5 - 10,56,64,61
22767,female,group D,associate's degree,free/reduced,completed,married,sometimes,yes,1,private,> 10,55,66,69
22768,female,group D,some college,free/reduced,incomplete,married,sometimes,yes,1,school_bus,5 - 10,57,60,66
22769,male,group D,associate's degree,free/reduced,incomplete,married,regularly,no,2,school_bus,5 - 10,24,32,29
22770,female,group C,high school,standard,incomplete,married,sometimes,yes,2,private,5 - 10,75,75,83
22771,female,group E,some college,standard,incomplete,married,sometimes,yes,3,school_bus,5 - 10,99,98,98
22772,male,group E,master's degree,standard,incomplete,married,sometimes,yes,3,school_bus,< 5,86,82,75
22773,female,group D,some college,standard,incomplete,married,regularly,no,4,school_bus,< 5,39,50,49
22774,female,group C,high school,standard,completed,divorced,regularly,no,1,school_bus,> 10,72,84,77
22775,male,group A,some college,free/reduced,incomplete,married,sometimes,no,5,school_bus,5 - 10,29,31,27
22776,female,group A,associate's degree,free/reduced,completed,divorced,never,yes,1,school_bus,5 - 10,35,46,41
22777,male,group E,some high school,standard,completed,single,regularly,yes,3,school_bus,< 5,92,90,89
22778,female,group B,some high school,standard,incomplete,married,sometimes,yes,0,school_bus,< 5,58,65,59
22779,male,group E,some college,standard,completed,married,sometimes,yes,4,school_bus,5 - 10,100,93,93
22780,female,group C,some college,standard,completed,single,sometimes,yes,2,private,> 10,80,89,90
22781,male,group D,some high school,standard,incomplete,married,never,yes,1,school_bus,> 10,54,56,55
22782,female,group C,some college,standard,incomplete,married,sometimes,no,4,private,5 - 10,35,50,51
22783,female,group C,some high school,standard,incomplete,divorced,never,yes,3,private,< 5,79,78,81
22784,male,group C,some college,standard,incomplete,single,sometimes,yes,2,private,< 5,77,86,83
22785,male,group C,bachelor's degree,free/reduced,incomplete,married,regularly,yes,1,school_bus,5 - 10,42,30,33
22786,male,group E,associate's degree,standard,incomplete,divorced,never,yes,4,school_bus,5 - 10,63,47,44
22787,male,group A,high school,free/reduced,incomplete,married,regularly,no,3,school_bus,5 - 10,46,45,45
22788,male,group D,high school,free/reduced,completed,married,sometimes,yes,2,private,5 - 10,57,60,60
22789,female,group D,associate's degree,standard,completed,single,never,yes,3,school_bus,5 - 10,74,90,93
22790,male,group B,some college,standard,incomplete,single,sometimes,yes,3,private,5 - 10,51,44,43
22791,female,group C,high school,free/reduced,completed,divorced,regularly,yes,0,school_bus,5 - 10,84,93,90
22792,male,group B,bachelor's degree,standard,incomplete,single,sometimes,no,1,school_bus,5 - 10,49,45,45
22793,female,group B,associate's degree,standard,completed,single,regularly,yes,4,private,5 - 10,60,63,65
22794,female,group D,some college,standard,incomplete,married,sometimes,yes,1,school_bus,5 - 10,66,70,75
22795,male,group C,master's degree,standard,incomplete,single,regularly,yes,1,school_bus,> 10,46,46,45
22796,female,group E,master's degree,standard,incomplete,married,regularly,yes,0,school_bus,< 5,70,71,73
22797,male,group C,high school,free/reduced,completed,divorced,regularly,yes,3,private,5 - 10,73,78,66
22798,female,group D,some college,standard,incomplete,divorced,never,yes,3,private,5 - 10,73,74,77
22799,female,group E,some college,free/reduced,incomplete,married,sometimes,yes,0,private,< 5,80,83,78
22800,male,group C,master's degree,standard,incomplete,married,never,yes,0,school_bus,5 - 10,71,70,68
22801,male,group D,some high school,standard,completed,married,sometimes,yes,1,private,< 5,68,56,53
22802,female,group C,master's degree,standard,completed,divorced,never,no,2,private,> 10,66,77,79
22803,female,group C,some high school,standard,incomplete,single,never,yes,2,school_bus,> 10,57,58,54
22804,male,group D,some high school,standard,completed,married,regularly,yes,1,school_bus,< 5,80,78,78
22805,female,group D,bachelor's degree,standard,incomplete,married,sometimes,no,4,school_bus,> 10,59,63,63
22806,female,group C,some high school,standard,completed,divorced,sometimes,yes,4,private,< 5,48,69,66
22807,female,group C,master's degree,standard,incomplete,divorced,regularly,yes,2,private,< 5,63,69,71
22808,male,group B,bachelor's degree,free/reduced,incomplete,married,regularly,yes,1,school_bus,5 - 10,64,61,57
22809,male,group B,some college,standard,incomplete,married,sometimes,yes,2,school_bus,5 - 10,56,50,45
22810,male,group B,some high school,free/reduced,completed,married,sometimes,yes,0,private,> 10,58,57,54
22811,female,group C,high school,free/reduced,incomplete,married,regularly,yes,0,school_bus,< 5,61,67,64
22812,female,group C,some high school,standard,incomplete,single,sometimes,yes,3,school_bus,> 10,51,52,56
22813,male,group E,bachelor's degree,standard,completed,married,sometimes,yes,1,private,5 - 10,86,80,85
22814,male,group A,some high school,standard,incomplete,single,never,no,1,school_bus,5 - 10,72,62,58
22815,female,group E,associate's degree,standard,incomplete,married,never,yes,1,school_bus,5 - 10,76,76,71
22816,male,group B,some college,standard,completed,married,regularly,yes,3,school_bus,> 10,70,59,62
22817,male,group B,associate's degree,standard,completed,single,regularly,yes,2,school_bus,5 - 10,64,64,62
22818,female,group D,some college,free/reduced,completed,married,never,no,4,school_bus,5 - 10,72,86,85
22819,male,group D,some college,free/reduced,incomplete,divorced,sometimes,no,4,private,5 - 10,34,43,35
22820,female,group C,bachelor's degree,free/reduced,completed,married,never,no,1,school_bus,5 - 10,65,83,90
22821,male,group D,some high school,free/reduced,incomplete,married,sometimes,no,2,school_bus,> 10,48,49,45
22822,female,group B,high school,standard,completed,married,sometimes,no,1,private,5 - 10,72,82,83
22823,male,group B,some college,free/reduced,completed,single,sometimes,no,2,private,5 - 10,45,55,48
22824,male,group B,some college,standard,incomplete,single,sometimes,yes,0,school_bus,> 10,80,84,79
22825,male,group C,bachelor's degree,standard,completed,single,never,no,3,school_bus,5 - 10,66,56,57
22826,female,group D,bachelor's degree,standard,incomplete,divorced,regularly,yes,3,private,5 - 10,76,89,93
22827,female,group C,some college,standard,incomplete,single,sometimes,yes,0,private,< 5,67,66,72
22828,male,group D,some college,standard,incomplete,married,sometimes,yes,1,private,5 - 10,75,70,69
22829,male,group C,some college,standard,incomplete,single,sometimes,no,4,school_bus,> 10,77,66,63
22830,female,group C,high school,free/reduced,completed,married,regularly,no,2,private,< 5,84,89,89
22831,male,group B,some high school,standard,incomplete,married,regularly,no,1,school_bus,5 - 10,73,55,57
22832,female,group C,associate's degree,standard,incomplete,single,regularly,no,1,school_bus,5 - 10,73,76,73
22833,female,group B,associate's degree,standard,incomplete,married,sometimes,yes,1,private,5 - 10,69,74,73
22834,female,group C,associate's degree,standard,incomplete,single,sometimes,yes,3,school_bus,5 - 10,80,74,77
22835,female,group B,some high school,standard,incomplete,married,sometimes,yes,1,private,5 - 10,55,67,66
22836,female,group C,high school,standard,incomplete,married,sometimes,no,2,school_bus,< 5,80,82,78
22837,female,group A,high school,standard,incomplete,married,regularly,yes,2,school_bus,< 5,37,52,53
22838,male,group E,master's degree,standard,incomplete,married,regularly,yes,2,school_bus,5 - 10,100,94,93
22839,male,group D,high school,standard,incomplete,married,sometimes,yes,1,school_bus,5 - 10,72,68,64
22840,male,group A,some college,standard,incomplete,married,sometimes,yes,2,school_bus,< 5,63,65,60
22841,male,group C,high school,free/reduced,incomplete,married,sometimes,yes,2,school_bus,5 - 10,52,45,48
22842,male,group E,some college,standard,incomplete,married,sometimes,yes,4,school_bus,> 10,79,66,69
22843,female,group C,associate's degree,standard,incomplete,married,never,no,3,school_bus,5 - 10,59,70,64
22844,male,group E,some college,standard,completed,divorced,regularly,yes,5,private,< 5,82,61,72
22845,male,group C,some college,free/reduced,incomplete,married,regularly,no,2,school_bus,5 - 10,50,54,52
22846,male,group E,some high school,standard,incomplete,married,sometimes,yes,2,school_bus,5 - 10,76,70,66
22847,male,group D,some college,free/reduced,completed,married,regularly,yes,0,school_bus,5 - 10,58,63,59
22848,male,group E,master's degree,standard,completed,single,never,yes,2,private,5 - 10,92,88,89
